X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
0.269	49.35	57.92	69.20	85.01	97.08	106.66	111.77
0.272	49.35	57.92	69.17	85.01	97.08	106.66	111.77
0.275	49.35	57.93	69.17	85.01	97.08	106.66	111.77
0.278	49.35	57.93	69.17	85.01	97.08	106.66	111.77
0.280	49.35	57.94	69.17	85.01	97.08	106.66	111.77
0.283	49.35	57.94	69.17	85.04	97.08	106.65	111.77
0.286	49.35	57.95	69.17	85.12	97.08	106.64	111.77
0.289	49.35	57.96	69.17	85.16	97.08	106.63	111.77
0.291	49.35	57.96	69.17	85.19	97.08	106.63	111.77
0.294	49.35	57.97	69.18	85.23	97.08	106.62	111.77
0.297	49.35	57.97	69.20	85.24	97.08	106.61	111.77
0.300	49.35	57.98	69.20	85.24	97.08	106.60	111.77
0.302	49.35	57.98	69.20	85.30	97.08	106.60	111.77
0.305	49.35	57.99	69.20	85.30	97.08	106.60	111.77
0.308	49.35	57.99	69.19	85.30	97.08	106.62	111.77
0.310	49.35	58.00	69.16	85.30	97.08	106.66	111.77
0.313	49.35	58.01	69.16	85.30	97.08	106.66	111.77
0.316	49.35	58.02	69.16	85.30	97.08	106.66	111.77
0.319	49.35	58.02	69.16	85.30	97.08	106.66	111.77
0.321	49.35	58.03	69.16	85.30	97.08	106.66	111.77
0.324	49.35	58.03	69.16	85.30	97.08	106.66	111.77
0.327	49.35	58.04	69.16	85.18	97.08	106.66	111.77
0.330	49.35	58.04	69.17	85.18	97.08	106.66	111.77
0.332	49.35	58.05	69.20	85.17	97.08	106.66	111.77
0.335	49.35	58.06	69.20	85.16	97.08	106.66	111.77
0.338	49.35	58.06	69.20	85.16	97.10	106.71	111.77
0.341	49.35	58.07	69.20	85.06	97.13	106.75	111.77
0.343	49.35	58.07	69.16	85.07	97.14	106.75	111.77
0.346	49.35	58.08	69.16	85.08	97.14	106.75	111.77
0.349	49.35	58.08	69.16	85.08	97.14	106.75	111.77
0.351	49.35	58.09	69.16	85.09	97.24	106.75	111.77
0.354	49.35	58.10	69.16	85.09	97.14	106.75	111.77
0.357	49.35	58.11	69.16	85.10	97.14	106.75	111.77
0.360	49.35	58.11	69.16	85.11	97.14	106.75	111.77
0.362	49.35	58.12	69.16	85.10	97.19	106.75	111.77
0.365	49.35	58.12	69.18	85.10	97.27	106.75	111.77
0.368	49.35	58.13	69.20	85.09	97.27	106.75	111.77
0.371	49.35	58.13	69.20	85.09	97.26	106.75	111.77
0.373	49.35	58.14	69.20	85.07	97.26	106.75	111.77
0.376	49.35	58.15	69.20	85.01	97.26	106.75	111.77
0.379	49.35	58.15	69.20	85.01	97.25	106.75	111.77
0.382	49.35	58.16	69.20	85.01	97.24	106.75	111.77
0.384	49.35	58.16	69.20	85.01	97.22	106.77	111.77
0.387	49.35	58.17	69.20	85.01	97.20	106.82	111.77
0.390	49.35	58.17	69.20	85.01	97.19	106.92	111.77
0.393	49.35	58.18	69.20	85.01	97.18	106.91	111.77
0.395	49.35	58.18	69.20	85.01	97.17	106.91	111.77
0.398	49.35	58.18	69.24	85.01	97.15	106.90	111.77
0.401	49.35	58.18	69.28	85.01	97.14	106.90	111.77
0.403	49.35	58.17	69.28	85.01	97.14	106.89	111.77
0.406	49.35	58.15	69.28	85.01	97.14	106.88	111.77
0.409	49.35	58.14	69.28	85.01	97.14	106.88	111.77
0.412	49.35	58.12	69.28	85.00	97.14	106.87	111.77
0.414	49.35	58.10	69.28	84.99	97.14	106.99	111.77
0.417	49.35	58.09	69.28	84.99	97.14	106.99	111.77
0.420	49.35	58.07	69.28	84.98	97.14	106.99	111.77
0.423	49.35	58.06	69.28	84.97	97.14	106.99	111.77
0.425	49.35	58.04	69.28	84.94	97.14	106.99	111.77
0.428	49.35	57.95	69.28	84.89	97.14	106.99	111.77
0.431	49.35	57.95	69.28	84.85	97.14	106.99	111.77
0.434	49.35	57.99	69.22	84.81	97.14	106.99	111.77
0.436	49.35	57.97	69.20	84.77	97.14	106.99	111.77
0.439	49.35	57.96	69.20	84.73	97.14	106.99	112.38
0.442	49.35	57.94	69.20	84.69	97.14	106.99	112.45
0.444	49.35	57.93	69.20	84.68	97.14	106.99	112.45
0.447	49.35	57.89	69.20	84.67	97.14	106.99	112.45
0.450	49.35	57.88	69.20	84.67	97.14	106.99	112.45
0.453	49.35	57.86	69.20	84.69	97.14	106.99	112.45
0.455	49.35	57.83	69.20	84.69	97.14	106.99	112.45
0.458	49.35	57.83	69.20	84.75	97.14	106.99	112.45
0.461	49.35	57.81	69.20	84.82	97.14	106.99	112.45
0.464	49.35	57.80	69.20	84.88	97.09	106.98	112.45
0.466	49.35	57.78	69.20	84.88	97.10	106.96	112.45
0.469	49.35	57.76	69.20	84.87	97.12	106.91	112.45
0.472	49.35	57.75	69.21	84.87	97.14	106.88	112.45
0.475	49.32	57.73	69.22	84.86	97.14	106.83	112.45
0.477	49.28	57.71	69.22	84.86	97.16	106.80	112.45
0.480	49.25	57.70	69.23	84.85	97.20	106.75	112.45
0.483	49.21	57.68	69.24	84.85	97.20	106.75	112.45
0.486	49.18	57.67	69.28	84.84	97.19	106.75	112.45
0.488	49.14	57.65	69.28	84.69	97.19	106.75	112.45
0.491	49.10	57.63	69.28	84.69	97.19	106.75	112.45
0.494	49.07	57.62	69.28	84.69	97.19	106.75	112.45
0.496	49.03	57.60	69.28	84.69	97.19	106.75	112.45
0.499	49.00	57.58	69.28	84.69	97.19	106.75	112.45
0.502	48.96	57.57	69.29	84.69	97.18	106.75	112.45
0.505	48.93	57.55	69.29	84.69	97.18	106.75	112.45
0.507	48.89	57.54	69.30	84.69	97.18	106.75	112.45
0.510	48.85	57.52	69.30	84.67	97.18	106.75	112.46
0.513	48.82	57.50	69.31	84.67	97.18	106.75	112.50
0.516	48.78	57.50	69.32	84.67	97.18	106.75	112.50
0.518	48.75	57.50	69.32	84.67	97.17	106.75	112.50
0.521	48.71	57.50	69.33	84.67	97.17	106.75	112.50
0.524	48.66	57.50	69.34	84.67	97.17	106.75	112.50
0.527	48.67	57.50	69.34	84.67	97.17	106.75	112.50
0.529	48.69	57.50	69.35	84.67	97.17	106.75	112.50
0.532	48.71	57.50	69.36	84.67	97.17	106.75	112.50
0.535	48.73	57.50	69.36	84.67	97.17	106.75	112.50
0.537	48.75	57.50	69.37	84.67	97.16	106.75	112.50
0.540	48.77	57.50	69.37	84.67	97.16	106.75	112.50
0.543	48.81	57.50	69.38	84.67	97.16	106.75	112.50
0.546	48.82	57.50	69.39	84.67	97.16	106.75	112.50
0.548	48.84	57.50	69.40	84.67	97.16	106.75	112.50
0.551	48.84	57.50	69.40	84.67	97.16	106.75	112.50
0.554	48.81	57.50	69.41	84.67	97.15	106.75	112.50
0.557	48.79	57.50	69.41	84.68	97.15	106.75	112.50
0.559	48.77	57.50	69.42	84.68	97.15	106.75	112.50
0.562	48.72	57.50	69.43	84.67	97.15	106.75	112.50
0.565	48.69	57.50	69.43	84.67	97.15	106.75	112.50
0.568	48.67	57.50	69.44	84.67	97.15	106.75	112.50
0.570	48.64	57.50	69.45	84.67	97.14	106.75	112.50
0.573	48.62	57.50	69.50	84.67	97.14	106.75	112.50
0.576	48.57	57.51	69.54	84.67	97.14	106.75	112.50
0.579	48.54	57.53	69.52	84.67	97.14	106.75	112.50
0.581	48.52	57.57	69.49	84.67	97.14	106.75	112.50
0.584	48.49	57.59	69.48	84.67	97.14	106.75	112.50
0.587	48.47	57.63	69.48	84.67	97.14	106.75	112.50
0.589	48.42	57.66	69.49	84.67	97.14	106.75	112.50
0.592	48.39	57.70	69.50	84.67	97.14	106.75	112.50
0.595	48.39	57.72	69.51	84.67	97.14	106.75	112.50
0.598	48.39	57.76	69.51	84.67	97.14	106.84	112.50
0.600	48.39	57.78	69.52	84.67	97.14	106.96	112.50
0.603	48.39	57.83	69.52	84.67	97.14	106.99	112.50
0.606	48.39	57.87	69.53	84.65	97.14	106.99	112.50
0.609	48.39	57.89	69.54	84.62	97.14	106.99	112.48
0.611	48.39	57.93	69.55	84.62	97.14	106.99	112.47
0.614	48.39	57.95	69.55	84.62	97.14	106.99	112.45
0.617	48.39	58.00	69.56	84.62	97.14	106.99	112.45
0.620	48.39	58.02	69.56	84.62	97.14	106.99	112.45
0.622	48.39	57.97	69.57	84.62	97.14	106.99	112.45
0.625	48.39	57.50	69.58	84.62	97.14	106.99	112.45
0.628	48.39	57.50	69.58	84.62	97.14	106.91	112.45
0.630	48.39	57.50	69.58	84.62	97.14	106.88	112.45
0.633	48.39	57.50	69.58	84.62	97.14	106.80	112.45
0.636	48.39	57.50	69.58	84.62	97.14	106.76	112.45
0.639	48.39	57.50	69.58	84.62	97.13	106.75	112.45
0.641	48.39	57.50	69.58	84.62	97.12	106.75	112.45
0.644	48.39	57.50	69.58	84.61	97.11	106.75	112.45
0.647	48.39	57.52	69.58	84.59	97.10	106.75	112.45
0.650	48.39	57.53	69.58	84.57	97.10	106.75	112.45
0.652	48.39	57.55	69.58	84.55	97.09	106.75	112.45
0.655	48.39	57.58	69.58	84.54	97.09	106.75	112.45
0.658	48.39	57.60	69.58	84.51	97.08	106.75	112.45
0.661	48.39	57.61	69.58	84.50	97.08	106.77	112.45
0.663	47.78	57.65	69.58	84.48	97.08	106.79	112.45
0.666	47.79	57.66	69.58	84.47	97.08	106.81	112.45
0.669	47.83	57.68	69.58	84.44	97.08	106.85	112.45
0.671	47.87	57.71	69.58	84.43	97.05	106.87	112.45
0.674	47.91	57.73	69.58	84.43	96.99	106.89	112.45
0.677	47.96	57.75	69.58	84.43	96.98	106.91	112.45
0.680	48.04	57.78	69.58	84.44	96.97	106.96	112.45
0.682	48.08	57.80	69.58	84.45	96.95	106.98	112.45
0.685	48.12	57.83	69.58	84.46	96.94	106.99	112.45
0.688	48.16	57.85	69.58	84.47	96.93	106.99	112.45
0.691	48.21	57.86	69.58	84.48	96.92	106.99	112.45
0.693	48.25	57.90	69.58	84.50	96.91	106.99	112.45
0.696	48.29	57.91	69.58	84.52	96.90	106.99	112.45
0.699	48.33	57.93	69.58	84.53	96.89	106.99	112.45
0.702	48.37	57.96	69.58	84.54	96.87	106.99	112.39
0.704	48.39	57.98	69.58	84.55	96.86	106.99	112.36
0.707	48.39	58.00	69.58	84.56	96.86	106.99	112.33
0.710	48.39	58.03	69.58	84.57	96.86	106.99	112.30
0.713	48.39	58.05	69.58	84.60	96.86	106.99	112.27
0.715	48.39	58.06	69.58	84.61	96.86	106.99	112.23
