X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
2019.762	51.36	8.68	12.78	13.91	12.06	10.15	5.62
2019.764	51.38	8.67	12.74	13.95	12.02	10.19	5.62
2019.767	51.38	8.66	12.75	13.96	12.00	10.19	5.62
2019.770	51.39	8.66	12.79	13.93	11.99	10.19	5.62
2019.773	51.39	8.65	12.81	13.97	11.93	10.19	5.62
2019.775	51.40	8.64	12.82	13.96	11.93	10.19	5.62
2019.778	51.41	8.64	12.85	13.93	11.93	10.19	5.62
2019.781	51.41	8.63	12.85	13.93	11.93	10.19	5.62
2019.784	51.42	8.62	12.85	13.97	11.89	10.19	5.62
2019.786	51.43	8.62	12.85	13.97	11.89	10.19	5.63
2019.789	51.43	8.62	12.84	13.97	11.89	10.19	5.63
2019.792	51.38	8.67	12.83	13.97	11.91	10.19	5.63
2019.795	51.26	8.78	12.81	13.97	11.92	10.19	5.65
2019.797	51.29	8.76	12.80	13.94	11.96	10.19	5.66
2019.800	51.50	8.55	12.79	13.98	11.95	10.16	5.66
2019.803	51.56	8.48	12.78	14.00	11.94	10.18	5.66
2019.805	51.53	8.51	12.75	14.02	11.93	10.19	5.66
2019.808	51.45	8.59	12.75	13.97	11.99	10.19	5.66
2019.811	51.39	8.65	12.71	14.06	11.93	10.19	5.66
2019.814	51.34	8.71	12.70	14.06	11.95	10.19	5.66
2019.816	51.29	8.82	12.68	13.97	11.98	10.19	5.66
2019.819	51.24	8.88	12.71	13.94	11.97	10.20	5.66
2019.822	51.18	8.97	12.69	13.92	11.97	10.21	5.66
2019.825	51.13	9.03	12.71	13.90	11.97	10.21	5.67
2019.827	51.13	9.03	12.71	13.90	11.96	10.21	5.68
2019.830	51.12	9.04	12.71	13.90	11.96	10.21	5.68
2019.833	51.11	9.05	12.70	13.90	11.94	10.23	5.68
2019.836	51.10	9.05	12.71	13.90	11.94	10.23	5.68
2019.838	51.09	9.07	12.59	14.02	11.94	10.23	5.68
2019.841	51.09	9.07	12.59	14.03	11.94	10.22	5.68
2019.844	51.08	9.08	12.59	14.05	11.93	10.07	5.82
2019.847	51.07	9.07	12.61	14.07	11.91	10.07	5.82
2019.849	51.06	9.07	12.63	14.09	11.88	10.07	5.82
2019.852	51.01	9.11	12.63	14.10	11.88	10.07	5.82
