  'm-h': `X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
4.802739726	44.42	12.17	13.81	15.90	13.71	8.61	5.18
4.805479452	44.42	12.17	13.81	15.90	13.71	8.61	5.19
4.808219178	44.42	12.17	13.81	15.90	13.71	8.61	5.19
4.810958904	44.42	11.98	14.00	15.90	13.71	8.61	5.19
4.813698630	45.63	10.76	14.00	15.90	13.71	8.61	5.19
4.816438356	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.819178082	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.821917808	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.824657534	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.827397260	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.830136986	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.832876712	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.835616438	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.838356164	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.841095890	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.843835616	45.63	10.52	14.25	15.90	13.71	8.61	4.77
4.846575342	45.63	10.52	14.25	15.90	13.71	8.60	5.12
4.849315068	45.63	10.52	14.25	15.85	13.76	8.60	5.12
4.852054795	45.63	10.52	14.25	15.85	13.76	8.60	5.12
4.854794521	45.63	10.52	14.25	15.85	13.76	8.60	5.12
4.857534247	45.63	10.52	14.25	15.85	13.76	8.60	5.12
4.860273973	43.95	12.20	14.25	15.85	13.76	8.60	5.12
4.863013699	43.95	12.20	14.25	15.85	13.76	8.60	5.12
4.865753425	43.95	11.98	14.47	15.85	13.76	8.01	5.71
4.868493151	43.95	11.98	14.47	15.85	13.76	8.01	5.71
4.871232877	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.873972603	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.876712329	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.879452055	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.882191781	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.884931507	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.887671233	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.890410959	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.893150685	43.11	12.82	14.47	15.85	13.69	8.08	5.71
4.895890411	43.11	12.82	14.47	15.85	13.69	8.08	5.81
4.898630137	43.11	12.82	14.47	15.79	13.75	8.08	5.81
4.901369863	43.11	12.79	14.50	15.79	13.75	8.08	5.81
4.904109589	43.11	12.79	14.50	15.79	13.75	8.08	5.81
4.906849315	43.11	12.79	14.50	15.79	13.75	8.08	5.81
4.909589041	43.11	12.79	14.50	15.79	13.75	8.08	5.81
4.912328767	43.11	12.79	14.50	15.79	13.75	8.08	5.81
4.915068493	43.11	12.75	14.54	15.79	13.75	8.08	5.81
4.917808219	43.11	12.75	14.54	15.79	13.75	8.08	5.81
4.920547945	43.11	12.75	14.54	15.79	13.75	8.08	5.81
4.923287671	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.926027397	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.928767123	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.931506849	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.934246575	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.936986301	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.939726027	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.942465753	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.945205479	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.947945205	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.950684932	43.07	12.78	14.54	15.79	13.75	8.08	5.81
4.953424658	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.956164384	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.958904110	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.961643836	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.964383562	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.967123288	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.969863014	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.972602740	43.07	12.77	14.55	15.79	13.75	8.08	5.81
4.975342466	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.978082192	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.980821918	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.983561644	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.986301370	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.989041096	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.991780822	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.994520548	43.07	12.55	14.78	15.79	13.75	8.08	5.81
4.997260274	43.07	12.55	14.78	15.79	13.75	8.08	5.81
5.000000000	43.07	12.55	14.78	15.79	13.75	8.08	5.81`,
  
  'f-h': `X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
0.000000000	55.94	8.75	14.20	14.61	12.50	10.54	7.56
0.002739726	55.94	8.79	14.16	14.61	12.50	10.54	7.56
0.005479452	55.94	8.82	14.12	14.61	12.52	10.50	7.49
0.008219178	55.94	8.67	14.28	14.64	12.50	10.50	7.23
0.010958904	55.94	8.68	14.35	14.55	12.52	10.48	7.23
0.013698630	56.17	8.58	14.22	14.62	12.48	10.45	7.23
0.016438356	56.35	8.40	14.22	14.61	12.46	10.47	7.24
0.019178082	56.35	8.40	14.29	14.61	12.38	10.48	7.22
0.021917808	56.35	8.40	14.39	14.40	12.50	10.47	6.85
0.024657534	56.59	8.93	13.36	14.66	12.43	10.46	6.93
0.027397260	56.54	8.98	13.47	14.50	12.53	10.29	7.12
0.030136986	56.54	8.98	13.47	14.50	12.53	10.29	7.12
0.032876712	56.54	8.98	13.46	14.50	12.53	10.29	7.12
0.035616438	56.54	9.01	13.43	14.50	12.49	10.35	7.10
0.038356164	56.69	8.91	13.39	14.57	12.42	10.36	7.09
0.041095890	56.69	8.94	13.41	14.52	12.42	10.30	7.15
0.043835616	56.69	8.94	13.41	14.52	12.42	10.30	7.15
0.046575342	56.69	8.98	13.37	14.52	12.43	10.27	7.17
0.049315068	56.69	9.01	13.33	14.45	12.49	10.27	7.17
0.052054795	56.69	9.05	13.30	14.45	12.50	10.26	7.06
0.054794521	56.69	9.09	13.22	14.50	12.50	10.26	7.06
0.057534247	56.69	9.12	13.18	14.50	12.50	10.26	7.06
0.060273973	56.78	9.06	13.15	14.48	12.42	10.34	7.08
0.063013699	56.78	9.10	13.11	14.50	12.47	10.27	7.08
0.065753425	56.78	9.13	13.15	14.45	12.34	10.37	7.01
0.068493151	56.78	9.53	12.61	14.57	12.31	10.43	6.83
0.071232877	56.94	9.33	12.65	14.57	12.30	10.45	6.83
0.073972603	56.91	9.08	12.90	14.71	12.11	10.52	6.83
0.076712329	56.91	8.61	13.44	14.75	12.00	10.52	6.84
0.079452055	56.91	8.49	13.55	14.75	12.08	10.42	6.85
0.082191781	56.91	8.51	13.54	14.81	11.94	10.49	6.83
0.084931507	56.87	8.57	13.52	14.72	12.08	10.43	6.83
0.087671233	57.25	8.21	13.62	14.61	12.02	10.48	6.79
0.090410959	57.36	8.10	13.61	14.61	11.99	10.51	6.79
0.093150685	57.36	8.12	13.59	14.61	11.99	10.51	6.79
0.095890411	57.36	8.14	13.56	14.63	12.08	10.44	6.76
0.098630137	57.36	8.94	12.78	14.61	12.05	10.46	6.78
0.101369863	57.36	8.95	12.76	14.70	11.91	10.55	6.75
0.104109589	57.38	8.94	12.76	14.70	11.91	10.55	6.71
0.106849315	57.38	8.97	12.73	14.75	11.83	10.48	6.79
0.109589041	57.38	8.99	12.71	14.75	11.85	10.45	6.81
0.112328767	57.41	8.98	12.75	14.63	11.91	10.45	6.85
0.115068493	57.41	8.99	12.68	14.52	12.08	10.45	6.85
0.117808219	57.41	9.01	12.53	14.56	12.14	10.41	6.93
0.120547945	57.41	9.02	12.51	14.40	12.12	10.59	7.17
0.123287671	57.41	8.89	12.41	14.62	12.11	10.60	7.28
0.126027397	57.54	8.76	12.41	14.62	12.12	10.56	7.48
0.128767123	57.54	8.76	12.51	14.52	12.09	10.72	7.53
0.131506849	57.54	8.76	12.51	14.52	12.09	10.72	7.56
0.134246575	57.54	8.86	12.41	14.52	12.09	10.72	7.56
0.136986301	57.54	9.10	12.15	14.54	12.09	10.72	7.53
0.139726027	57.54	9.10	12.07	14.66	12.04	10.71	7.54
0.142465753	57.54	9.10	12.07	14.66	12.04	10.70	7.54
0.145205479	57.63	9.01	12.07	14.66	12.05	10.70	7.54
0.147945205	57.63	9.01	12.07	14.63	12.10	10.69	7.54
0.150684932	57.63	9.01	12.07	14.63	12.10	10.67	7.55
0.153424658	57.63	9.01	12.03	14.66	12.03	10.73	7.55
0.156164384	57.63	9.01	12.01	14.69	12.03	10.73	7.55
0.158904110	57.16	9.47	11.95	14.74	12.06	10.80	7.46
0.161643836	57.16	9.47	11.94	14.75	11.99	10.87	7.46
0.164383562	57.16	9.47	12.03	14.64	12.06	10.83	7.46
0.167123288	57.19	9.52	11.86	14.61	12.17	10.82	7.46
0.169863014	57.11	9.51	11.96	14.61	12.17	10.77	7.52
0.172602740	57.11	9.20	12.24	14.64	12.18	10.76	7.51
0.175342466	56.94	9.37	12.28	14.57	12.21	10.52	7.77
0.178082192	57.16	9.15	12.28	14.57	12.20	10.53	7.77
0.180821918	57.16	9.15	12.28	14.53	12.24	10.54	7.77
0.183561644	57.16	9.15	12.28	14.53	12.24	10.54	7.77
0.186301370	57.22	9.10	12.39	14.42	12.24	10.54	7.77
0.189041096	57.22	9.19	12.27	14.36	12.33	10.78	7.53
0.191780822	57.22	9.19	12.27	14.34	12.35	10.78	7.53
0.194520548	57.22	9.19	12.27	14.34	12.34	10.78	7.53
0.197260274	57.27	9.14	12.27	14.34	12.34	10.78	7.53
0.200000000	57.32	9.09	12.27	14.36	12.32	10.78	7.53
0.202739726	57.32	9.09	12.27	14.36	12.35	10.76	7.53
0.205479452	57.32	8.99	12.37	14.36	12.31	10.79	7.53
0.208219178	57.38	8.93	12.37	14.36	12.31	10.79	7.53
0.210958904	57.10	9.21	12.29	14.44	12.31	10.55	7.77
0.213698630	57.10	9.21	12.37	14.30	12.47	10.45	7.77
0.216438356	57.10	9.21	12.38	14.30	12.47	10.45	7.77
0.219178082	57.10	9.06	12.51	14.27	12.51	10.63	7.59
0.221917808	57.06	9.10	12.34	14.44	12.35	10.84	7.54
0.224657534	57.06	9.08	12.36	14.44	12.51	10.68	7.54
0.227397260	57.06	9.08	12.36	14.41	12.52	10.70	7.58
0.230136986	57.06	9.08	12.36	14.41	12.47	10.75	7.58
0.232876712	57.06	8.97	12.47	14.41	12.47	10.69	7.64
0.235616438	57.06	8.97	12.47	14.36	12.44	10.69	7.72
0.238356164	57.00	9.08	12.42	14.36	12.36	10.77	7.72
0.241095890	57.00	9.08	12.42	14.36	12.31	10.63	7.92
0.243835616	57.00	9.00	12.48	14.37	12.27	10.64	7.88
0.246575342	56.98	9.03	12.58	14.30	12.24	10.64	7.88
0.249315068	56.98	9.03	12.58	14.30	12.24	10.64	7.88
0.252054795	56.98	9.10	12.51	14.30	12.24	10.64	7.82
0.254794521	56.98	9.10	12.51	14.30	12.28	10.62	7.81
0.257534247	56.98	9.23	12.32	14.38	12.23	10.44	7.92
0.260273973	56.98	9.10	12.45	14.33	12.27	10.45	7.92
0.263013699	56.98	9.10	12.45	14.33	12.27	10.45	7.92
0.265753425	57.15	8.85	12.41	14.39	12.33	10.45	7.92
0.268493151	57.03	8.98	12.40	14.39	12.32	10.46	7.92
0.271232877	57.22	8.79	12.40	14.38	12.33	10.79	7.59
0.273972603	57.27	8.74	12.40	14.38	12.32	10.45	7.94
0.276712329	57.14	8.72	12.51	14.42	12.27	10.50	7.94
0.279452055	57.31	8.55	12.51	14.42	12.27	10.47	7.97
0.282191781	57.21	8.65	12.51	14.42	12.15	10.65	7.90
0.284931507	57.21	8.65	12.51	14.42	12.15	10.65	7.90
0.287671233	57.21	8.65	12.45	14.48	12.15	10.65	8.07
0.290410959	57.21	8.65	12.45	14.48	12.15	10.65	8.07
0.293150685	57.21	8.53	12.52	14.53	12.39	10.42	8.07
0.295890411	57.21	8.53	12.50	14.56	12.38	10.41	8.08
0.298630137	57.21	8.53	12.49	14.54	12.43	10.40	8.08
0.301369863	57.21	8.53	12.49	14.50	12.46	10.40	8.08
0.304109589	57.21	8.53	12.56	14.45	12.43	10.47	7.99
0.306849315	57.21	8.41	12.82	14.36	12.20	10.65	8.09
0.309589041	57.21	8.29	12.90	14.39	12.20	10.65	8.09
0.312328767	57.21	8.29	12.90	14.48	12.15	10.62	8.09
0.315068493	57.21	8.24	12.95	14.39	12.24	10.33	8.44
0.317808219	57.35	8.16	12.89	14.36	12.23	10.37	8.44
0.320547945	57.43	8.08	12.93	14.32	12.20	10.40	8.44
0.323287671	57.35	8.16	12.99	14.15	12.31	10.68	8.16
0.326027397	57.32	8.13	13.05	14.15	12.37	10.63	8.20
0.328767123	57.32	7.96	13.26	14.12	12.37	10.69	8.13
0.331506849	57.58	7.69	13.26	14.12	12.31	10.75	8.13
0.334246575	57.60	7.67	13.26	14.09	12.31	10.77	8.13
0.336986301	57.60	7.67	13.23	14.21	12.23	10.77	8.13
0.339726027	57.60	7.67	13.23	14.19	12.25	10.77	8.13
0.342465753	57.60	7.67	13.28	14.14	12.26	10.76	8.13
0.345205479	57.73	7.54	13.28	14.13	12.28	10.77	8.12
0.347945205	57.73	7.54	13.28	14.23	12.27	10.73	8.08
0.350684932	57.73	7.54	13.32	14.19	12.26	10.73	8.00
0.353424658	57.73	7.82	13.06	14.07	12.35	10.85	7.89
0.356164384	57.73	7.65	13.23	13.99	12.39	10.89	7.89
0.358904110	57.93	7.39	13.28	14.06	12.33	10.92	7.84
0.361643836	57.93	7.23	13.44	14.06	12.33	10.96	7.80
0.364383562	57.93	7.18	13.49	14.06	12.33	10.92	7.84
0.367123288	57.83	7.29	13.49	14.06	12.33	10.92	7.84
0.369863014	57.83	7.29	13.45	14.10	12.17	11.08	7.84
0.372602740	57.83	7.33	13.40	14.12	12.17	11.08	7.38
0.375342466	57.83	7.24	13.44	14.17	12.15	11.11	7.38
0.378082192	57.83	7.19	13.53	14.12	12.16	11.17	7.32
0.380821918	57.68	7.33	13.53	14.12	12.14	11.18	7.32
0.383561644	57.68	7.26	13.59	14.12	12.14	11.18	7.32
0.386301370	57.68	7.32	13.53	14.17	12.09	11.10	7.40
0.389041096	57.68	7.32	13.57	14.10	12.13	11.10	7.40
0.391780822	57.68	7.32	13.57	14.05	12.17	11.09	7.42
0.394520548	57.68	7.32	13.57	14.05	12.17	11.09	7.42
0.397260274	57.68	7.32	13.54	14.07	12.17	11.09	7.38
0.400000000	57.68	7.32	13.54	14.04	12.19	11.06	7.43
0.402739726	57.51	7.49	13.47	14.13	12.19	11.08	7.40
0.405479452	57.51	7.49	13.52	14.10	12.16	11.03	7.39
0.408219178	57.51	7.49	13.52	14.05	12.22	11.07	7.36
0.410958904	57.53	7.47	13.52	14.05	12.22	11.10	7.32
0.413698630	57.78	7.21	13.45	14.12	12.22	11.10	7.83
0.416438356	57.89	7.11	13.45	14.12	12.22	11.10	7.83
0.419178082	57.89	7.11	13.45	14.16	12.16	11.11	7.77
0.421917808	57.91	7.09	13.42	14.13	12.17	11.16	7.77
0.424657534	57.91	6.95	13.56	14.10	12.20	11.16	7.77
0.427397260	57.91	6.81	13.70	14.13	12.20	11.04	7.86
0.430136986	57.91	6.95	13.59	14.11	12.21	11.03	7.42
0.432876712	57.91	6.95	13.60	14.11	12.23	10.98	7.42
0.435616438	57.91	7.34	13.20	14.11	12.26	10.95	7.42
0.438356164	57.91	7.34	13.20	14.11	12.26	10.95	7.42
0.441095890	57.91	7.34	13.19	14.13	12.28	10.93	7.42
0.443835616	57.91	7.34	13.19	14.14	12.25	10.91	7.36
0.446575342	57.91	7.34	13.19	14.14	12.27	10.91	7.34
0.449315068	57.91	7.34	13.19	14.14	12.32	10.84	7.33
0.452054795	57.91	7.34	13.19	14.14	12.32	10.84	7.33
0.454794521	57.99	7.26	13.19	14.13	12.34	10.83	7.33
0.457534247	58.00	7.26	13.19	14.13	12.34	10.83	7.33
0.460273973	58.05	7.20	13.19	14.16	12.28	10.83	7.28
0.463013699	58.05	7.06	13.33	14.16	12.28	10.83	7.28
0.465753425	58.05	7.06	13.33	14.17	12.28	10.86	7.25
0.468493151	58.05	7.06	13.24	14.20	12.34	10.86	7.25
0.471232877	58.05	7.06	13.21	14.23	12.28	11.18	6.93
0.473972603	58.05	7.06	13.21	14.26	12.31	11.12	6.93
0.476712329	57.54	7.56	13.21	14.19	12.40	11.09	6.93
0.479452055	57.54	7.47	13.38	14.11	12.40	11.09	7.10
0.482191781	57.54	7.47	13.38	14.11	12.41	11.08	7.19
0.484931507	57.54	7.47	13.42	14.07	12.41	11.08	7.19
0.487671233	57.54	7.51	13.35	14.11	12.39	11.10	7.19
0.490410959	57.54	7.51	13.35	14.08	12.42	11.10	7.15
0.493150685	57.54	7.51	13.37	14.05	12.42	11.26	7.10
0.495890411	57.54	7.62	13.26	14.05	12.42	11.26	7.10
0.498630137	57.54	7.62	13.23	14.07	12.42	11.26	7.10
0.501369863	58.06	6.96	13.38	14.11	12.39	11.26	7.10
0.504109589	58.06	6.96	13.38	14.11	12.39	11.26	7.10
0.506849315	58.06	7.02	13.32	14.14	12.30	11.32	7.16
0.509589041	58.08	7.22	13.12	14.11	12.30	11.24	6.92
0.512328767	58.01	7.29	13.11	14.12	12.30	11.24	6.79
0.515068493	58.01	7.41	12.97	14.14	12.24	11.30	6.79
0.517808219	58.01	7.41	12.97	14.14	12.24	11.30	6.79
0.520547945	58.01	7.41	12.97	14.13	12.26	11.30	6.72
0.523287671	58.01	7.45	12.95	14.11	12.26	11.30	6.72
0.526027397	58.52	7.03	12.87	14.12	12.24	11.18	6.47
0.528767123	58.52	7.03	12.89	14.09	12.20	11.22	6.47
0.531506849	58.52	7.03	12.97	14.04	12.22	11.40	6.27
0.534246575	58.52	6.98	13.02	14.06	12.06	11.43	6.37
0.536986301	58.52	7.03	12.97	14.08	12.03	11.43	6.37
0.539726027	58.52	7.03	13.03	14.02	12.03	11.43	6.37
0.542465753	58.52	7.03	13.03	14.04	12.01	11.43	6.37
0.545205479	58.52	7.03	12.97	14.10	11.92	11.52	6.37
0.547945205	58.52	7.08	12.91	14.11	11.88	11.55	6.37
0.550684932	58.52	7.08	12.91	14.11	11.88	11.60	6.32
0.553424658	58.52	7.08	12.91	14.10	11.90	11.35	6.58
0.556164384	58.48	7.15	12.88	14.14	11.85	11.35	6.58
0.558904110	58.52	7.11	12.88	14.10	11.93	11.14	6.69
0.561643836	58.58	7.06	12.88	14.17	11.86	11.14	6.69
0.564383562	58.50	7.14	12.88	14.20	11.82	11.14	6.69
0.567123288	58.50	7.16	12.84	14.23	11.82	11.14	6.74
0.569863014	58.50	7.22	12.83	14.18	11.82	10.94	6.94
0.572602740	58.50	7.22	12.75	14.26	11.80	10.96	6.94
0.575342466	58.50	7.32	12.71	14.12	11.88	10.96	6.94
0.578082192	58.50	7.32	12.78	14.07	11.85	10.97	7.03
0.580821918	58.42	7.31	12.87	14.03	11.89	11.00	7.01
0.583561644	58.58	7.14	12.87	14.03	11.89	11.00	6.97
0.586301370	58.58	7.14	12.87	14.01	11.91	11.00	6.97
0.589041096	58.58	6.97	13.05	14.01	11.83	11.08	7.05
0.591780822	58.58	6.97	13.00	14.05	11.83	11.13	6.99
0.594520548	58.62	6.93	12.99	14.06	11.83	11.13	6.99
0.597260274	58.62	6.93	12.99	14.06	11.83	11.13	6.77
0.600000000	58.71	6.83	13.05	13.99	11.83	11.19	6.72
0.602739726	58.71	6.83	13.05	14.00	11.83	11.19	6.79
0.605479452	58.71	6.83	13.05	14.08	11.76	11.19	6.79
0.608219178	58.71	6.83	13.05	14.08	11.76	11.19	6.79
0.610958904	58.82	6.49	13.24	14.12	11.76	11.19	6.79
0.613698630	58.71	6.43	13.40	14.05	11.74	11.28	6.96
0.616438356	58.71	6.43	13.40	14.04	11.75	11.32	6.92
0.619178082	58.52	6.62	13.40	14.02	11.77	11.28	6.96
0.621917808	58.52	6.62	13.38	14.05	11.77	11.28	6.96
0.624657534	58.52	6.62	13.38	14.01	11.83	11.20	7.02
0.627397260	58.49	6.65	13.38	14.01	11.81	11.22	7.02
0.630136986	58.49	6.65	13.38	14.03	11.78	11.29	6.95
0.632876712	58.49	6.65	13.38	14.03	11.72	11.43	6.87
0.635616438	58.49	6.80	13.23	13.94	11.81	11.43	6.80
0.638356164	58.49	6.80	13.23	13.94	11.81	11.43	6.80
0.641095890	58.49	6.80	13.23	14.00	11.75	11.50	6.84
0.643835616	58.49	6.80	13.18	14.05	11.75	12.03	6.62
0.646575342	58.49	6.80	13.23	14.01	11.71	12.15	6.53
0.649315068	58.49	6.80	13.23	14.01	11.71	12.15	6.53
0.652054795	58.49	6.76	13.22	14.05	11.71	12.19	6.62
0.654794521	58.49	6.76	13.22	14.05	11.71	12.19	6.60
0.657534247	58.49	6.76	13.08	14.20	11.57	12.33	6.60
0.660273973	58.49	6.76	13.08	14.14	11.62	12.35	6.60
0.663013699	58.46	6.79	13.08	14.07	11.79	12.24	6.58
0.665753425	58.46	6.79	13.04	14.11	11.79	12.24	6.58
0.668493151	58.46	6.74	13.13	14.15	11.88	12.10	6.55
0.671232877	58.46	6.74	13.13	14.15	11.88	12.41	6.39
0.673972603	58.46	6.74	13.24	13.99	11.94	12.41	6.39
0.676712329	57.92	7.21	13.31	13.99	11.94	12.40	6.38
0.679452055	57.92	7.21	13.24	14.05	11.94	12.40	6.38
0.682191781	57.92	7.17	13.28	14.05	11.92	12.41	6.34
0.684931507	57.92	7.17	13.28	14.05	11.92	12.41	6.34
0.687671233	57.92	7.17	13.28	14.05	11.78	12.56	6.30
0.690410959	57.85	7.25	13.27	14.05	11.78	12.48	6.34
0.693150685	57.85	7.25	13.22	14.11	11.68	12.58	6.34
0.695890411	57.85	7.11	13.36	14.11	11.67	12.58	6.34
0.698630137	57.85	7.11	13.36	14.11	11.71	12.55	6.14
0.701369863	57.85	7.11	13.36	14.13	11.67	12.57	6.14
0.704109589	57.85	7.11	13.36	14.13	11.67	12.57	6.14
0.706849315	57.85	7.11	13.36	14.07	11.73	12.57	6.12
0.709589041	57.85	7.25	13.25	13.97	11.79	12.57	6.12
0.712328767	57.85	7.25	13.25	13.93	11.83	12.55	6.14
0.715068493	57.85	7.30	13.17	13.97	11.83	12.49	6.18
0.717808219	57.85	7.11	13.40	13.97	11.79	12.49	6.18
0.720547945	57.85	7.02	13.48	13.98	11.77	12.51	6.18
0.723287671	57.85	7.02	13.38	14.04	11.81	12.46	6.16
0.726027397	57.85	6.91	13.49	14.01	11.84	12.46	6.14
0.728767123	57.85	6.87	13.53	13.93	11.92	12.46	5.86
0.731506849	57.85	6.87	13.54	13.89	12.01	12.40	5.86
0.734246575	57.78	6.93	13.65	13.79	12.01	12.40	5.86
0.736986301	57.78	6.93	13.65	13.73	12.07	12.40	5.86
0.739726027	57.78	6.94	13.64	13.73	12.07	12.40	5.86
0.742465753	57.78	6.94	13.64	13.73	12.04	12.30	5.99
0.745205479	57.78	6.94	13.64	13.69	12.09	12.30	5.99
0.747945205	57.78	6.99	13.59	13.69	12.10	12.28	5.99
0.750684932	57.96	6.80	13.54	13.74	12.10	12.28	5.91
0.753424658	57.96	6.80	13.54	13.73	12.10	12.29	5.95
0.756164384	57.96	6.74	13.60	13.73	12.12	12.29	5.77
0.758904110	57.96	6.74	13.55	13.78	12.12	12.29	5.77
0.761643836	57.96	6.74	13.55	13.78	12.12	12.22	5.83
0.764383562	57.96	6.74	13.55	13.80	12.11	11.86	6.00
0.767123288	57.73	6.98	13.55	13.82	12.14	11.81	6.00
0.769863014	57.74	6.96	13.55	13.80	12.16	11.81	6.00
0.772602740	57.74	6.96	13.55	13.80	12.16	11.81	6.00
0.775342466	57.74	6.96	13.55	13.79	12.12	11.86	6.00
0.778082192	57.73	6.97	13.52	13.82	12.11	11.87	6.00
0.780821918	57.73	6.88	13.61	13.72	12.17	11.87	6.03
0.783561644	57.73	6.88	13.61	13.72	12.16	11.88	6.03
0.786301370	57.73	6.88	13.61	13.72	12.16	11.74	6.17
0.789041096	57.73	6.88	13.61	13.82	12.06	11.74	6.13
0.791780822	57.73	6.88	13.61	13.82	12.06	12.12	5.76
0.794520548	57.73	6.88	13.57	13.75	12.17	11.85	6.02
0.797260274	57.73	6.88	13.57	13.74	12.18	11.85	6.02
0.800000000	57.73	6.88	13.57	13.74	12.12	11.92	6.00
0.802739726	57.73	7.04	13.45	13.70	12.12	11.92	6.00
0.805479452	57.58	7.19	13.47	13.66	12.15	11.92	6.00
0.808219178	57.58	7.19	13.54	13.59	12.15	11.83	6.08
0.810958904	57.58	7.19	13.54	13.59	12.15	11.77	6.13
0.813698630	57.58	7.53	13.20	13.55	12.19	11.77	6.31
0.816438356	57.58	7.53	13.20	13.55	12.19	11.77	6.31
0.819178082	57.58	7.53	13.20	13.52	12.21	11.74	6.34
0.821917808	57.58	7.53	13.20	13.52	12.16	11.79	6.34
0.824657534	57.58	7.65	13.10	13.49	12.17	11.79	6.16
0.827397260	57.58	7.66	13.11	13.54	12.11	11.79	6.13
0.830136986	57.58	7.66	13.11	13.54	12.09	11.67	6.26
0.832876712	57.58	7.66	13.11	13.54	12.09	11.67	6.26
0.835616438	57.58	7.66	13.12	13.52	12.09	11.57	6.36
0.838356164	57.58	7.66	13.11	13.53	12.08	11.58	6.36
0.841095890	57.58	7.66	13.11	13.49	12.12	11.58	6.45
0.843835616	57.58	7.55	13.23	13.49	12.12	11.53	6.50
0.846575342	57.58	7.55	13.23	13.49	12.04	11.60	6.50
0.849315068	57.58	7.55	13.25	13.46	12.04	11.60	6.50
0.852054795	57.58	7.55	13.25	13.46	12.01	11.52	6.62
0.854794521	57.56	7.57	13.34	13.34	12.04	11.52	6.62
0.857534247	57.56	7.53	13.38	13.24	12.15	11.52	6.60
0.860273973	57.20	7.89	13.38	13.37	11.99	11.54	6.61
0.863013699	57.20	7.89	13.38	13.10	12.21	11.59	6.50
0.865753425	57.28	7.66	13.53	13.10	12.21	11.57	6.51
0.868493151	57.28	7.66	13.53	13.11	12.08	11.68	6.51
0.871232877	57.28	7.60	13.51	13.19	12.06	11.70	6.51
0.873972603	57.28	7.60	13.51	13.18	12.08	11.69	6.51
0.876712329	57.28	7.60	13.51	13.18	12.08	11.69	6.51
0.879452055	57.41	7.47	13.51	13.18	12.08	11.69	6.51
0.882191781	57.41	7.47	13.52	13.17	12.08	11.69	6.51
0.884931507	57.41	7.47	13.52	13.17	12.06	11.84	6.39
0.887671233	57.41	7.45	13.54	13.17	12.06	11.84	6.39
0.890410959	57.41	7.35	13.67	13.26	11.94	11.84	6.39
0.893150685	57.41	7.40	13.62	13.18	12.11	11.74	6.39
0.895890411	57.41	7.40	13.62	13.18	12.11	11.86	6.27
0.898630137	57.41	7.40	13.62	13.18	12.08	11.89	6.27
0.901369863	57.39	7.43	13.62	13.24	12.02	11.89	6.27
0.904109589	57.50	7.32	13.62	13.24	11.93	12.19	6.01
0.906849315	57.50	7.32	13.62	13.22	12.04	12.10	6.01
0.909589041	57.50	7.32	13.62	13.22	11.96	12.30	5.83
0.912328767	57.45	7.41	13.58	13.22	11.96	12.30	5.83
0.915068493	57.61	7.24	13.58	13.22	11.96	12.30	5.90
